15면	15/SN + 면/NNG
(주)팍스넷은	(/SS + 주/NNG + )/SS + 팍스넷/NNP + 은/JX
일본의	일본/NNP + 의/JKG
임프레스	임프레스/NNG
그룹에	그룹/NNG + 에/JKB
기술적	기술/NNG + 적/XSN
증시지표에	증시/NNG + 지표/NNG + 에/JKB
따라	따르/VV + 아/EC
주식을	주식/NNG + 을/JKO
사고파는	사고팔/VV + 는/ETM
시스템	시스템/NNG
트레이딩	트레이딩/NNG
프로그램	프로그램/NNG
등	등/NNB
금융	금융/NNG
솔루션을	솔루션/NNG + 을/JKO
130만달러에	130/SN + 만/NR + 달러/NNB + 에/JKB
수출하는	수출/NNG + 하/XSV + 는/ETM
라이선스	라이선스/NNG
계약을	계약/NNG + 을/JKO
체결했다.	체결/NNG + 하/XSV + 았/EP + 다/EF + ./SF

게임업체	게임/NNG + 업체/NNG
중에서는	중/NNB + 에서/JKB + 는/JX
온라인	온라인/NNG
게임	게임/NNG
'리니지'의	'/SS + 리니지/NNG + '/SS + 의/JKG
엔씨소프트가	엔씨소프트/NNP + 가/JKS
성공적으로	성공/NNG + 적/XSN + 으로/JKB
대만에	대만/NNP + 에/JKB
진출했다.	진출/NNG + 하/XSV + 았/EP + 다/EF + ./SF

대만	대만/NNP
현지에서	현지/NNG + 에서/JKB
'천당'이라는	'/SS + 천당/NNG + '/SS + 이/VCP + 라는/ETM
이름으로	이름/NNG + 으로/JKB
서비스하는	서비스/NNG + 하/XSV + 는/ETM
리니지는	리니지/NNG + 는/JX
서비스	서비스/NNG
12일	12/SN + 일/NNB
만에	만/NNB + 에/JKB
동시접속자수가	동시/NNG + 접속자/NNG + 수/NNG + 가/JKS
1만명을	1/SN + 만/NR + 명/NNB + 을/JKO
돌파,	돌파/NNG + ,/SP
14개월이	14/SN + 개월/NNB + 이/JKS
걸린	걸리/VV + ㄴ/ETM
국내	국내/NNG
기록을	기록/NNG + 을/JKO
훌쩍	훌쩍/MAG
뛰어	뛰/VV + 어/EC
넘었다.	넘/VV + 었/EP + 다/EF + ./SF

엔씨소프트는	엔씨소프트/NNP + 는/JX
홍콩,	홍콩/NNP + ,/SP
싱가포르의	싱가포르/NNP + 의/JKG
2-3개	2/SN + -/SS + 3/SN + 개/NNB
게임업체에	게임/NNG + 업체/NNG + 에/JKB
라이선스	라이선스/NNG
수출을	수출/NNG + 을/JKO
추진	추진/NNG
중이며,	중/NNB + 이/VCP + 며/EC + ,/SP
올	올/MM
연말쯤에는	연말/NNG + 쯤/XSN + 에/JKB + 는/JX
중국	중국/NNP
베이징에	베이징/NNP + 에/JKB
현지	현지/NNG
법인을	법인/NNG + 을/JKO
세울	세우/VV + ㄹ/ETM
예정이다.	예정/NNG + 이/VCP + 다/EF + ./SF

네이버컴	네이버컴/NNP
이해진	이해진/NNP
사장은	사장/NNG + 은/JX
"한국	"/SS + 한국/NNP
닷컴	닷컴/NNG
기업들의	기업/NNG + 들/XSN + 의/JKG
기술력이	기술력/NNG + 이/JKS
아시아권에서는	아시아/NNP + 권/XSN + 에서/JKB + 는/JX
가장	가장/MAG
앞서	앞서/VV + 어/EC
있다고	있/VX + 다고/EC
말했지만	말/NNG + 하/XSV + 았/EP + 지만/EC
실제	실제/NNG
성과는	성과/NNG + 는/JX
미미했던	미미/XR + 하/XSA + 았/EP + 던/ETM
게	것/NNB + 이/JKS
사실"이라면서	사실/NNG + "/SS + 이/VCP + 라면서/EC
"닷컴	"/SS + 닷컴/NNG
기업도	기업/NNG + 도/JX
결국은	결국/NNG + 은/JX
수출로	수출/NNG + 로/JKB
승부해야	승부/NNG + 하/XSV + 아야/EC
한다"고	하/VX + ㄴ다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

해외기술	해외/NNG + 기술/NNG
의존도가	의존도/NNG + 가/JKS
높아지면서	높/VA + 아/EC + 지/VX + 면서/EC
우리나라가	우리나라/NNG + 가/JKS
미국·일본·유럽	미국/NNP + ·/SP + 일본/NNP + ·/SP + 유럽/NNP
등	등/NNB
선진국에	선진국/NNG + 에/JKB
지불하는	지불/NNG + 하/XSV + 는/ETM
기술사용료(로열티)가	기술/NNG + 사용료/NNG + (/SS + 로열티/NNG + )/SS + 가/JKS
급증하고	급증/NNG + 하/XSV + 고/EC
있다.	있/VX + 다/EF + ./SF

한국은행은	한국은행/NNP + 은/JX
31일	31/SN + 일/NNB
발표한	발표/NNG + 하/XSV + ㄴ/ETM
'95~99년	'/SS + 95/SN + ~/SO + 99/SN + 년/NNB
기술무역수지	기술/NNG + 무역/NNG + 수지/NNG
동향'	동향/NNG + '/SS
자료를	자료/NNG + 를/JKO
통해	통하/VV + 아/EC
해외	해외/NNG
생산기술·특허권·상표권	생산/NNG + 기술/NNG + ·/SP + 특허/NNG + 권/XSN + ·/SP + 상표/NNG + 권/XSN
등을	등/NNB + 을/JKO
사용한	사용/NNG + 하/XSV + ㄴ/ETM
대가로	대가/NNG + 로/JKB
국내기업들이	국내/NNG + 기업/NNG + 들/XSN + 이/JKS
지난	지나/VV + ㄴ/ETM
5년간	5/SN + 년/NNB + 간/NNG
외국기업에	외국/NNG + 기업/NNG + 에/JKB
지불한	지불/NNG + 하/XSV + ㄴ/ETM
로열티는	로열티/NNG + 는/JX
연평균	연평균/NNG
23억5000만달러에	23/SN + 억/NR + 5000/SN + 만/NR + 달러/NNB + 에/JKB
달한다고	달하/VV + ㄴ다고/EC
밝혔다.	밝히/VV + 었/EP + 다/EF + ./SF

기술수지가	기술/NNG + 수지/NNG + 가/JKS
만성적인	만성/NNG + 적/XSN + 이/VCP + ㄴ/ETM
적자를	적자/NNG + 를/JKO
보이는	보이/VV + 는/ETM
이유는	이유/NNG + 는/JX
국내기업들이	국내/NNG + 기업/NNG + 들/XSN + 이/JKS
독자적인	독자/NNG + 적/XSN + 이/VCP + ㄴ/ETM
기술을	기술/NNG + 을/JKO
개발하지	개발/NNG + 하/XSV + 지/EC
못하고	못하/VX + 고/EC
주로	주로/MAG
해외기술	해외/NNG + 기술/NNG
수입에	수입/NNG + 에/JKB
의존하고	의존/NNG + 하/XSV + 고/EC
있기	있/VX + 기/ETN
때문이다.	때문/NNB + 이/VCP + 다/EF + ./SF

한국은행은	한국은행/NNP + 은/JX
매년	매년/MAG
악화되는	악화/NNG + 되/XSV + 는/ETM
기술무역수지를	기술/NNG + 무역/NNG + 수지/NNG + 를/JKO
개선하기	개선/NNG + 하/XSV + 기/ETN
위해서는	위하/VV + 아서/EC + 는/JX
연구기술투자	연구/NNG + 기술/NNG + 투자/NNG
비중을	비중/NNG + 을/JKO
확대하는	확대/NNG + 하/XSV + 는/ETM
것이	것/NNB + 이/JKS
시급하다고	시급/XR + 하/XSA + 다고/EC
지적했다.	지적/NNG + 하/XSV + 았/EP + 다/EF + ./SF

◆로열티	◆/SW + 로열티/NNG
지급	지급/NNG
급증=90년대	급증/NNG + =/SW + 90/SN + 년대/NNB
후반	후반/NNG
기술도입	기술/NNG + 도입/NNG
자유화	자유/NNG + 화/XSN
조치	조치/NNG
이후,	이후/NNG + ,/SP
해외기술	해외/NNG + 기술/NNG
도입이	도입/NNG + 이/JKS
급증하면서	급증/NNG + 하/XSV + 면서/EC
95-99년	95/SN + -/SS + 99/SN + 년/NNB
사이	사이/NNG
5년간	5/SN + 년/NNB + 간/NNG
기술사용료	기술/NNG + 사용료/NNG
지불규모(연평균	지불/NNG + 규모/NNG + (/SS + 연평균/NNG
23억5000만달러)가	23/SN + 억/NR + 5000/SN + 만/NR + 달러/NNB + )/SS + 가/JKS
70년대	70/SN + 년대/NNB
후반보다	후반/NNG + 보다/JKB
40배,	40/SN + 배/NNG + ,/SP
80년대	80/SN + 년대/NNB
후반보다	후반/NNG + 보다/JKB
4배나	4/SN + 배/NNG + 나/JX
늘어났다.	늘어나/VV + 았/EP + 다/EF + ./SF

부문별로는	부문/NNG + 별/XSN + 로/JKB + 는/JX
중화학공업	중화학/NNG + 공업/NNG
부문이	부문/NNG + 이/JKS
전체	전체/NNG
로열티	로열티/NNG
중	중/NNB
83%를	83/SN + %/SW + 를/JKO
차지했다.	차지/NNG + 하/XSV + 았/EP + 다/EF + ./SF

중화학공업	중화학/NNG + 공업/NNG
가운데	가운데/NNG
정유화학업종의	정유/NNG + 화학/NNG + 업종/NNG + 의/JKG
로열티	로열티/NNG
비중은	비중/NNG + 은/JX
낮아지는	낮/VA + 아/EC + 지/VX + 는/ETM
추세이지만,	추세/NNG + 이/VCP + 지만/EC + ,/SP
전자업종의	전자/NNG + 업종/NNG + 의/JKG
비중은	비중/NNG + 은/JX
계속	계속/MAG
상승,	상승/NNG + ,/SP
70년대	70/SN + 년대/NNB
후반	후반/NNG
9.7%에서	9/SN + ./SP + 7/SN + %/SW + 에서/JKB
90년대	90/SN + 년대/NNB
후반에는	후반/NNG + 에/JKB + 는/JX
51.9%로	51/SN + ./SP + 9/SN + %/SW + 로/JKB
큰	크/VA + ㄴ/ETM
폭으로	폭/NNG + 으로/JKB
뛰어올랐다.	뛰어오르/VV + 았/EP + 다/EF + ./SF

지역별로는	지역/NNG + 별/XSN + 로/JKB + 는/JX
70년대	70/SN + 년대/NNB
후반까지	후반/NNG + 까지/JX
일본기업에	일본/NNP + 기업/NNG + 에/JKB
지불하는	지불/NNG + 하/XSV + 는/ETM
로열티가	로열티/NNG + 가/JKS
가장	가장/MAG
많았으나	많/VA + 았/EP + 으나/EC
80년대	80/SN + 년대/NNB
이후에는	이후/NNG + 에/JKB + 는/JX
미국에서	미국/NNP + 에서/JKB
전자업종	전자/NNG + 업종/NNG
관련	관련/NNG
고가의	고가/NNG + 의/JKG
첨단기술	첨단/NNG + 기술/NNG
도입이	도입/NNG + 이/JKS
증가하면서	증가/NNG + 하/XSV + 면서/EC
미국에	미국/NNP + 에/JKB
지불하는	지불/NNG + 하/XSV + 는/ETM
로열티의	로열티/NNG + 의/JKG
비중이	비중/NNG + 이/JKS
가장	가장/MAG
커졌다.	커지/VV + 었/EP + 다/EF + ./SF

◆로열티	◆/SW + 로열티/NNG
수입은	수입/NNG + 은/JX
부진=국내기업이	부진/NNG + =/SW + 국내/NNG + 기업/NNG + 이/JKS
외국에	외국/NNG + 에/JKB
기술을	기술/NNG + 을/JKO
팔고	팔/VV + 고/EC
받는	받/VV + 는/ETM
로열티는	로열티/NNG + 는/JX
90년대	90/SN + 년대/NNB
들어	들/VV + 어/EC
빠른	빠르/VA + ㄴ/ETM
증가세를	증가세/NNG + 를/JKO
보이고	보이/VV + 고/EC
있으나	있/VX + 으나/EC
절대액	절대액/NNG
규모는	규모/NNG + 는/JX
아직	아직/MAG
미미한	미미/XR + 하/XSA + ㄴ/ETM
수준이다.	수준/NNG + 이/VCP + 다/EF + ./SF

95-99년	95/SN + -/SS + 99/SN + 년/NNB
사이	사이/NNG
5년간	5/SN + 년/NNB + 간/NNG
매년	매년/MAG
1억4400만달러를	1/SN + 억/NR + 4400/SN + 만/NR + 달러/NNB + 를/JKO
벌어들이는	벌어들이/VV + 는/ETM
데	데/NNB
그쳤다.	그치/VV + 었/EP + 다/EF + ./SF

업종별로는	업종/NNG + 별/XSN + 로/JKB + 는/JX
중화학공업	중화학/NNG + 공업/NNG
부문에서	부문/NNG + 에서/JKB
벌어들인	벌어들이/VV + ㄴ/ETM
로열티가	로열티/NNG + 가/JKS
전체	전체/NNG
로열티에서	로열티/NNG + 에서/JKB
차지하는	차지/NNG + 하/XSV + 는/ETM
비중이	비중/NNG + 이/JKS
지난	지나/VV + ㄴ/ETM
80년대	80/SN + 년대/NNB
전반	전반/NNG
5%에서	5/SN + %/SW + 에서/JKB
90년대	90/SN + 년대/NNB
후반	후반/NNG
80.1%로	80/SN + ./SP + 1/SN + %/SW + 로/JKB
높아졌다.	높/VA + 아/EC + 지/VX + 었/EP + 다/EF + ./SF

경공업	경공업/NNG
부문에서	부문/NNG + 에서/JKB
벌어들인	벌어들이/VV + ㄴ/ETM
로열티의	로열티/NNG + 의/JKG
비중은	비중/NNG + 은/JX
낮았다.	낮/VA + 았/EP + 다/EF + ./SF

하지만	하지만/MAJ
전자업종에서	전자/NNG + 업종/NNG + 에서/JKB
벌어들인	벌어들이/VV + ㄴ/ETM
로열티의	로열티/NNG + 의/JKG
비중은	비중/NNG + 은/JX
최근	최근/NNG
10년간	10/SN + 년/NNB + 간/NNG
2.8%에서	2/SN + ./SP + 8/SN + %/SW + 에서/JKB
46.8%로	46/SN + ./SP + 8/SN + %/SW + 로/JKB
급상승했다.	급상승/NNG + 하/XSV + 았/EP + 다/EF + ./SF

◆급증하는	◆/SW + 급증/NNG + 하/XSV + 는/ETM
기술수지	기술/NNG + 수지/NNG
적자=국내기업들의	적자/NNG + =/SW + 국내/NNG + 기업/NNG + 들/XSN + 의/JKG
경제체질은	경제/NNG + 체질/NNG + 은/JX
많이	많이/MAG
개선되고	개선/NNG + 되/XSV + 고/EC
있지만,	있/VX + 지만/EC + ,/SP
우리기술을	우리/NP + 기술/NNG + 을/JKO
수출하여	수출/NNG + 하/XSV + 아/EC
벌어들인	벌어들이/VV + ㄴ/ETM
로열티와	로열티/NNG + 와/JC
해외기술	해외/NNG + 기술/NNG
수입을	수입/NNG + 을/JKO
위해	위하/VV + 아/EC
지불한	지불/NNG + 하/XSV + ㄴ/ETM
로열티간의	로열티/NNG + 간/NNB + 의/JKG
차이인	차이/NNG + 이/VCP + ㄴ/ETM
기술수지는	기술/NNG + 수지/NNG + 는/JX
적자의	적자/NNG + 의/JKG
골이	골/NNG + 이/JKS
더욱	더욱/MAG
깊어지고	깊/VA + 어/EC + 지/VX + 고/EC
있다.	있/VX + 다/EF + ./SF

80년대	80/SN + 년대/NNB
전반	전반/NNG
연평균	연평균/NNG
1억2000만달러이던	1/SN + 억/NR + 2000/SN + 만/NR + 달러/NNB + 이/VCP + 던/ETM
적자폭은	적자/NNG + 폭/NNG + 은/JX
90년대	90/SN + 년대/NNB
후반	후반/NNG
22억달러로	22/SN + 억/NR + 달러/NNB + 로/JKB
커지면서	커지/VV + 면서/EC
서비스수지	서비스/NNG + 수지/NNG
적자폭을	적자/NNG + 폭/NNG + 을/JKO
확대하는	확대/NNG + 하/XSV + 는/ETM
중요한	중요/NNG + 하/XSA + ㄴ/ETM
요인으로	요인/NNG + 으로/JKB
작용하고	작용/NNG + 하/XSV + 고/EC
있다.	있/VX + 다/EF + ./SF

이에	이/NP + 에/JKB
따라	따르/VV + 아/EC
한은은	한은/NNP + 은/JX
국내기업들이	국내/NNG + 기업/NNG + 들/XSN + 이/JKS
연구개발투자를	연구/NNG + 개발/NNG + 투자/NNG + 를/JKO
확대해	확대/NNG + 하/XSV + 아/EC
첨단기술개발	첨단/NNG + 기술/NNG + 개발/NNG
노력을	노력/NNG + 을/JKO
강화함으로써	강화/NNG + 하/XSV + ㅁ/ETN + 으로써/JKB
핵심기술의	핵심/NNG + 기술/NNG + 의/JKG
자립도를	자립/NNG + 도/NNG + 를/JKO
높여나가야	높이/VV + 어/EC + 나가/VX + 야/EC
한다고	하/VX + ㄴ다고/EC
지적한다.	지적/NNG + 하/XSV + ㄴ다/EF + ./SF

예컨대	예컨대/MAG
97년	97/SN + 년/NNB
일본의	일본/NNP + 의/JKG
연구개발비	연구/NNG + 개발비/NNG
투자는	투자/NNG + 는/JX
GDP(국내총생산)의	GDP/SL + (/SS + 국내/NNG + 총생산/NNG + )/SS + 의/JKG
3.12%를	3/SN + ./SP + 12/SN + %/SW + 를/JKO
차지하고,	차지/NNG + 하/XSV + 고/EC + ,/SP
제조업체들의	제조/NNG + 업체/NNG + 들/XSN + 의/JKG
매출액	매출액/NNG
대비	대비/NNG
연구개발비	연구/NNG + 개발비/NNG
지출비중은	지출/NNG + 비중/NNG + 은/JX
3.67%에	3/SN + ./SP + 67/SN + %/SW + 에/JKB
달하는	달하/VV + 는/ETM
것으로	것/NNB + 으로/JKB
나타나고	나타나/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

반면,	반면/NNG + ,/SP
우리나라의	우리나라/NNG + 의/JKG
연구개발비	연구/NNG + 개발비/NNG
투자는	투자/NNG + 는/JX
GDP의	GDP/SL + 의/JKG
2.89%에	2/SN + ./SP + 89/SN + %/SW + 에/JKB
그치고	그치/VV + 고/EC
있으며,	있/VX + 으며/EC + ,/SP
매출액	매출액/NNG
대비	대비/NNG
연구개발비	연구/NNG + 개발비/NNG
지출비중도	지출/NNG + 비중/NNG + 도/JX
2.57%에	2/SN + ./SP + 57/SN + %/SW + 에/JKB
불과하다는	불과/MAG + 하/XSA + 다는/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

한국은행	한국은행/NNP
정종인	정종인/NNP
조사역은	조사/NNG + 역/NNG + 은/JX
"국내개발이	"/SS + 국내/NNG + 개발/NNG + 이/JKS
어려운	어렵/VA + ㄴ/ETM
기술은	기술/NNG + 은/JX
도입	도입/NNG
후	후/NNG
국내기업들이	국내/NNG + 기업/NNG + 들/XSN + 이/JKS
빠른	빠르/VA + ㄴ/ETM
시일내에	시일/NNG + 내/NNB + 에/JKB
습득할	습득/NNG + 하/XSV + ㄹ/ETM
수	수/NNB
있도록	있/VV + 도록/EC
기술교육	기술/NNG + 교육/NNG
및	및/MAG
기술지원	기술/NNG + 지원/NNG
시스템을	시스템/NNG + 을/JKO
강화할	강화/NNG + 하/XSV + ㄹ/ETM
필요가	필요/NNG + 가/JKS
있다"고	있/VV + 다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

38면	38/SN + 면/NNG
45판	45/SN + 판/NNB
1195자	1195/SN + 자/NNG

현대건설의	현대건설/NNP + 의/JKG
자금난이	자금난/NNG + 이/JKS
현대그룹	현대그룹/NNP
우량계열사들에까지	우량/NNG + 계열사/NNG + 들/XSN + 에/JKB + 까지/JX
확산되는	확산/NNG + 되/XSV + 는/ETM
조짐을	조짐/NNG + 을/JKO
보이고	보이/VV + 고/EC
있다.	있/VX + 다/EF + ./SF

현대중공업과	현대중공업/NNP + 과/JC
현대자동차	현대자동차/NNP
등	등/NNB
현대그룹	현대그룹/NNP
우량계열사의	우량/NNG + 계열사/NNG + 의/JKG
회사채와	회사채/NNG + 와/JC
CP(기업어음)가	CP/SL + (/SS + 기업/NNG + 어음/NNG + )/SS + 가/JKS
시중금리보다	시중/NNG + 금리/NNG + 보다/JKB
높은	높/VA + 은/ETM
금리에도	금리/NNG + 에/JKB + 도/JX
제대로	제대로/MAG
유통되지	유통/NNG + 되/XSV + 지/EC
않는	않/VX + 는/ETM
등	등/NNB
자금경색이	자금/NNG + 경색/NNG + 이/JKS
풀릴	풀리/VV + ㄹ/ETM
기미를	기미/NNG + 를/JKO
보이지	보이/VV + 지/EC
않는	않/VX + 는/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

대우증권	대우증권/NNP
마득락	마득락/NNP
채권영업부장은	채권/NNG + 영업부장/NNG + 은/JX
"현대	"/SS + 현대/NNP
우량계열사들의	우량/NNG + 계열사/NNG + 들/XSN + 의/JKG
회사채가	회사채/NNG + 가/JKS
시중금리보다	시중/NNG + 금리/NNG + 보다/JKB
0.6-0.7%	0/SN + ./SP + 6/SN + -/SS + 0/SN + ./SP + 7/SN + %/SW
포인트	포인트/NNG
높은	높/VA + 은/ETM
금리로	금리/NNG + 로/JKB
나왔는데도	나오/VV + 았/EP + 는데/EC + 도/JX
팔리지	팔리/VV + 지/EC
않자,	않/VX + 자/EC + ,/SP
지금은	지금/NNG + 은/JX
가산금리가	가산/NNG + 금리/NNG + 가/JKS
1%까지	1/SN + %/SW + 까지/JX
높아진	높/VA + 아/EC + 지/VX + ㄴ/ETM
상태"라면서	상태/NNG + "/SS + 이/VCP + 라면서/EC
"그러나	"/SS + 그러나/MAJ
여전히	여전히/MAG
매수세가	매수세/NNG + 가/JKS
형성되지	형성/NNG + 되/XSV + 지/EC
않아	않/VX + 아/EC
거래가	거래/NNG + 가/JKS
이뤄지지	이루어지/VV + 지/EC
않고	않/VX + 고/EC
있다"고	있/VX + 다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

현대계열사들의	현대/NNP + 계열사/NNG + 들/XSN + 의/JKG
CP도	CP/SL + 도/JX
마찬가지.	마찬가지/NNG + ./SF

LG그룹과	LG/SL + 그룹/NNP + 과/JC
삼성그룹	삼성그룹/NNP
계열사들의	계열사/NNG + 들/XSN + 의/JKG
3개월짜리	3/SN + 개월/NNB + 짜리/XSN
CP	CP/SL
금리는	금리/NNG + 는/JX
연	연/NNG
7.2-7.3%	7/SN + ./SP + 2/SN + -/SS + 7/SN + ./SP + 3/SN + %/SW
수준인데	수준/NNG + 이/VCP + ㄴ데/EC
비해	비하/VV + 아/EC
현대자동차와	현대자동차/NNP + 와/JC
현대중공업의	현대중공업/NNP + 의/JKG
CP	CP/SL
금리는	금리/NNG + 는/JX
연	연/NNG
9%	9/SN + %/SW
선에서	선/NNG + 에서/JKB
형성돼있다.	형성/NNG + 되/XSV + 어/EC + 있/VX + 다/EF + ./SF

그나마	그나마/MAG
채권투자자들이	채권/NNG + 투자자/NNG + 들/XSN + 이/JKS
원금손실에	원금/NNG + 손실/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
우려	우려/NNG
때문에	때문/NNB + 에/JKB
매입을	매입/NNG + 을/JKO
꺼려	꺼리/VV + 어/EC
실제	실제/NNG
거래는	거래/NNG + 는/JX
거의	거의/MAG
이루어지지	이루어지/VV + 지/EC
않고	않/VX + 고/EC
있다.	있/VX + 다/EF + ./SF

이에	이/NP + 에/JKB
따라	따르/VV + 아/EC
일부	일부/NNG
현대계열사들은	현대/NNP + 계열사/NNG + 들/XSN + 은/JX
단기자금	단기/NNG + 자금/NNG
운용을	운용/NNG + 을/JKO
위해	위하/VV + 아/EC
이보다	이/NP + 보다/JKB
훨씬	훨씬/MAG
높은	높/VA + 은/ETM
연	연/NNG
13%의	13/SN + %/SW + 의/JKG
금리까지	금리/NNG + 까지/JX
제시하며,	제시/NNG + 하/XSV + 며/EC + ,/SP
CP	CP/SL
매입을	매입/NNG + 을/JKO
요청하고	요청/NNG + 하/XSV + 고/EC
있는	있/VX + 는/ETM
것으로	것/NNB + 으로/JKB
알려졌다.	알리/VV + 어/EC + 지/VX + 었/EP + 다/EF + ./SF

모	모/MM
증권사	증권사/NNG
관계자는	관계자/NNG + 는/JX
"최근	"/SS + 최근/NNG
현대의	현대/NNP + 의/JKG
한	한/MM
우량계열사로부터	우량/NNG + 계열사/NNG + 로부터/JKB
'꺾기'를	'/SS + 꺾기/NNG + '/SS + 를/JKO
포함해	포함/NNG + 하/XSV + 아/EC
연	연/NNG
15%의	15/SN + %/SW + 의/JKG
금리를	금리/NNG + 를/JKO
주겠다는	주/VV + 겠/EP + 다는/ETM
조건으로	조건/NNG + 으로/JKB
CP를	CP/SL + 를/JKO
매입해달라는	매입/NNG + 하/XSV + 아/EC + 달/VX + 라는/ETM
요청을	요청/NNG + 을/JKO
받았다"고	받/VV + 았/EP + 다/EC + "/SS + 고/JKQ
전했다.	전하/VV + 았/EP + 다/EF + ./SF

증권사	증권사/NNG
등	등/NNB
일부	일부/NNG
기관들은	기관/NNG + 들/XSN + 은/JX
또	또/MAG
보유	보유/NNG
현대계열사	현대/NNP + 계열사/NNG
회사채와	회사채/NNG + 와/JC
CP의	CP/SL + 의/JKG
처분에	처분/NNG + 에/JKB
적극	적극/NNG
나서고	나서/VV + 고/EC
있으며,	있/VX + 으며/EC + ,/SP
증권사	증권사/NNG
창구에는	창구/NNG + 에/JKB + 는/JX
현대계열사의	현대/NNP + 계열사/NNG + 의/JKG
CB나	CB/SL + 나/JC
BW를	BW/SL + 를/JKO
보유한	보유/NNG + 하/XSV + ㄴ/ETM
개인들로부터	개인/NNG + 들/XSN + 로부터/JKB
이를	이/NP + 를/JKO
처분해달라는	처분/NNG + 하/XSV + 아/EC + 달/VX + 라는/ETM
요청도	요청/NNG + 도/JX
끊이지	끊이/VV + 지/EC
않고	않/VX + 고/EC
있다.	있/VX + 다/EF + ./SF

한	한/MM
증권사	증권사/NNG
고위	고위/NNG
관계자는	관계자/NNG + 는/JX
"최근	"/SS + 최근/NNG
현대사태와	현대/NNP + 사태/NNG + 와/JKB
관련해	관련/NNG + 하/XSV + 아/EC
자체	자체/NNG
회의를	회의/NNG + 를/JKO
갖고,	갖/VV + 고/EC + ,/SP
보유한	보유/NNG + 하/XSV + ㄴ/ETM
현대	현대/NNP
채권을	채권/NNG + 을/JKO
모두	모두/MAG
매각키로	매각/NNG + 하/XSV + 기/ETN + 로/JKB
방침을	방침/NNG + 을/JKO
정했다"고	정하/VV + 았/EP + 다/EC + "/SS + 고/JKQ
말했다.	말/NNG + 하/XSV + 았/EP + 다/EF + ./SF

이처럼	이/NP + 처럼/JKB
현대그룹의	현대그룹/NNP + 의/JKG
우량계열사들까지	우량/NNG + 계열사/NNG + 들/XSN + 까지/JX
자금시장에서	자금/NNG + 시장/NNG + 에서/JKB
외면당하는	외면/NNG + 당하/XSV + 는/ETM
이유는	이유/NNG + 는/JX
현대그룹에	현대그룹/NNP + 에/JKB
대한	대하/VV + ㄴ/ETM
불안감이	불안감/NNG + 이/JKS
아직	아직/MAG
완전히	완전히/MAG
가시지	가시/VV + 지/EC
않았기	않/VX + 았/EP + 기/ETN
때문.	때문/NNB + ./SF

LG투자증권	LG/SL + 투자/NNG + 증권/NNG
성철현	성철현/NNP
채권트레이딩팀장은	채권/NNG + 트레이딩/NNG + 팀장/NNG + 은/JX
"현대그룹	"/SS + 현대그룹/NNP
